Name,Region,Address,Contact,Curriculum
D. C. Lewis Memorial School,Uttar pradesh,"D. C. Lewis Memorial School,Hi-Tech Road Murdhwa, Renukoot, Sonbhadra, Uttar Pradesh - 231217 ",['05446-253523'],ICSE
Christ The King School,Uttar pradesh,"Christ The King School,Road #2 U. P. S. I. D. C. Industrial Area, Jagadishpur, Sultanpur, Uttar Pradesh - 227817 ",['05361-270732'],ICSE
Gurucharan Kaur Public School,Uttar pradesh,"Gurucharan Kaur Public School,Civil Lines, Sultanpur, Uttar Pradesh - 228001 ","['05362-221190', '09415136366']",ICSE
Dr. Virendra Swarup Education Centre,Uttar pradesh,"Dr. Virendra Swarup Education Centre,Kundan Road Unnao, Unnao, Uttar Pradesh - 209801 ","['0512-2641352', '0512-2641353']",ICSE
Shri Jagannath Shah Memorial Public School,Uttar pradesh,"Shri Jagannath Shah Memorial Public School,( Near S. P. Office ), Civil Lines, Unnao, Uttar Pradesh - 209801 ","['0515-2827282', '0515-9307016991']",ICSE
Sir Syed Public School,Uttar pradesh,"Sir Syed Public School,Priyadarshini Nagar Near Achal Ganj Byepass, Unnao, Uttar Pradesh - 209801 ","['0515-2823690', '0515-2823691']",ICSE
St. Jude's College,Uttar pradesh,"St. Jude's College,Pitamber Nagar, Unnao, Uttar Pradesh - 209801 ","['0515-2820793', '0515-2820744']",ICSE
St. Lawrence School,Uttar pradesh,"St. Lawrence School,Priyadarshini Nagar, Raebareli Road, Unnao, Uttar Pradesh - 209801 ",['0515-2823571'],ICSE
Bal Bharatiya English School,Uttar pradesh,"Bal Bharatiya English School,Narharpur, Lohatiya- ausanganj road, Varanasi, Uttar Pradesh - 221001 ","['0542-2214229', '09307095590']",ICSE
Bal Bharti Public School,Uttar pradesh,"Bal Bharti Public School,K-66/12, Nawab Ki Dheori, Varanasi, Uttar Pradesh - 221001 ","['0542-2213932', '0542-2214808']",ICSE
R. K. P. Yash Public School,Uttar pradesh,"R. K. P. Yash Public School,Parashurampur Sarnath Varanasi, Varanasi, Uttar Pradesh - 221006 ",['0542-2220991'],ICSE
Silver Grove School,Uttar pradesh,"Silver Grove School,Maheshpur Lahartara Near T. C. I, Varanasi, Uttar Pradesh - 221106 ",['0542-2370920'],ICSE
St. Francis School,Uttar pradesh,"St. Francis School,Ramnagar, Varanasi, Uttar Pradesh - 221008 ",['0542-2668516'],ICSE
St. John's School,Uttar pradesh,"St. John's School,Diesel Locomotive Works, Varanasi, Uttar Pradesh - 221004 ","['0542-2270681', '0542-2270668']",ICSE
St. John's School,Uttar pradesh,"St. John's School,Marhauli, Bhoolanpur, Varanasi, Uttar Pradesh - 221104 ",['0542-2370387'],ICSE
St. John's School,Uttar pradesh,"St. John's School,Ledhupur Ashapur Sarnath Post, Varanasi, Uttar Pradesh - 221007 ","['0542-2591333', '0542-2591259']",ICSE
St. Joseph's Convent School,Uttar pradesh,"St. Joseph's Convent School,Shivpur, Varanasi, Uttar Pradesh - 221003 ",['0542-2282234'],ICSE
St. Stephen's School,Uttar pradesh,"St. Stephen's School,M. G. Road Sahityanaka, Ramnagar, Varanasi, Uttar Pradesh - 221008 ","['0542-2668099', '9307239295']",ICSE
William Henry Smith Memorial School,Uttar pradesh,"William Henry Smith Memorial School,D-59/108, Sigra, Varanasi, Uttar Pradesh - 221001 ",['0542-2221439'],ICSE
Ashok Hall Girls' Residential School,Uttarakhand,"Ashok Hall Girls' Residential School,P. O. Majkhali, Almora, Uttarakhand - 263652 ",['05966-240449'],ICSE
Koormanchal Academy,Uttarakhand,"Koormanchal Academy,Pokhar Khali, Almora, Uttarakhand - 263601 ","['05962-233038', '05962-234855']",ICSE
Jyoti Vidyalaya,Uttarakhand,"Jyoti Vidyalaya,Badrinath Road Joshinath, Joshimath, Chamoli, Uttarakhand - 246443 ",['01389-222220'],ICSE
Mount Carmel School,Uttarakhand,"Mount Carmel School,Dudhpokhra P. O., Kaflang, Champawat, Uttarakhand - 262523 ",['05965-211147'],ICSE
Agape Mission School,Uttarakhand,"Agape Mission School,Gumaniwala By-Pass Road Shyampur, Rishikesh, Dehradun, Uttarakhand - 249204 ",['0135-2452515'],ICSE
ANN Mary School,Uttarakhand,"ANN Mary School,General Mahadeo Singh Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ",['0135-2762923'],ICSE
Bala Hissar Academy,Uttarakhand,"Bala Hissar Academy,5 Municipal Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ",['0135-2657200'],ICSE
Brightlands School,Uttarakhand,"Brightlands School,1 Dick Road, Dalanwala, Dehradun, Uttarakhand - 248001 ","['0135-2656157', '0135-2650537']",ICSE
Brooklyn School,Uttarakhand,"Brooklyn School,3/1 Curzon Road, Dalanwala, Dehradun, Uttarakhand - 248001 ",['0135-2651805'],ICSE
Cambrian Hall,Uttarakhand,"Cambrian Hall,13 Young Road Dehra Dun Cantt, Dehra Dun Cantt., Dehradun, Uttarakhand - 248003 ",['0135-2753589'],ICSE
Carman Res. and Day School,Uttarakhand,"Carman Res. and Day School,24 Nehru Road, Dalanwala, Dehradun, Uttarakhand - 248001 ",['0135-2657661'],ICSE
Carman Res. and Day School,Uttarakhand,"Carman Res. and Day School,Shyampur, Prem Nagar, Dehradun, Uttarakhand - 248007 ","['0135-2773381', '0135-2773383']",ICSE
Col. Brown Cambridge School,Uttarakhand,"Col. Brown Cambridge School,5 Kasturba Road P. O. Box #31, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2655233', '0135-2712228']",ICSE
Constancia School,Uttarakhand,"Constancia School,P. O. Majra, Saharanpur Road, Dehradun, Uttarakhand - 248179 ","['0135-2640177', '0135-2642360']",ICSE
Convent of Jesus and Mary,Uttarakhand,"Convent of Jesus and Mary,Hamption Court, Mussoorie, Dehradun, Uttarakhand - 248179 ","['0135-2632530', '0135-5535399']",ICSE
Convent of Jesus and Mary High School,Uttarakhand,"Convent of Jesus and Mary High School,16 Convent Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2651390', '0135-2713560']",ICSE
Dehradun Public School,Uttarakhand,"Dehradun Public School,Village Kandoli P. O. Bidholi Via Premnagar, Dehra Dun, Dehradun, Uttarakhand - 248007 ","['0135-3208688', '0135-3294833']",ICSE
Dehradun World School,Uttarakhand,"Dehradun World School,Bagicha Road Nathuawala Dehradun, Dehradun, Uttarakhand - 248008 ","['01352112548', '01352781749']",ICSE
Doon Blossoms School,Uttarakhand,"Doon Blossoms School,#7 Uggar Road Dalanwala, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2655496', '0135-2650393']",ICSE
Doon Cambridge School,Uttarakhand,"Doon Cambridge School,20 E Race Course, Dehra Dun, Dehradun, Uttarakhand - 248001 ",['0135-2635646'],ICSE
Doon Presidency School,Uttarakhand,"Doon Presidency School,2-B Premnagar, Dehra Dun, Dehradun, Uttarakhand - 248007 ","['0135-2771324', '0135-2773216']",ICSE
Doon Public School,Uttarakhand,"Doon Public School,Bhaniyawala -Rishikesh Road, Dehradun , Dehradun, Uttarakhand - 248144 ","['0135-2412986', '0135-2412073']",ICSE
Doon Valley Public School,Uttarakhand,"Doon Valley Public School,Village Johri P. O. Sinola, Dehra Dun, Dehradun, Uttarakhand - 248003 ",['0135-2735984'],ICSE
Flower Dale School,Uttarakhand,"Flower Dale School,53-A Tapkeshwar Road Garhi Cantt, Garhi Cantt., Dehradun, Uttarakhand - 248003 ",['0135-2552639'],ICSE
New Doon Blossoms School,Uttarakhand,"New Doon Blossoms School,Chak Danda Lakhond, Dehradun, Uttarakhand - 248001 ",['0135-2650393'],ICSE
The Mussoorie Girls & Boys School,Uttarakhand,"The Mussoorie Girls & Boys School,Camel's Back Road, Mussoorie, Dehradun, Uttarakhand - 248179 ","['0135-2632416', '0135-2631051']",ICSE
Brightlands School,Uttarakhand,"Brightlands School,1 Dick Road, Dalanwala, Dehradun, Uttarakhand - 248001 ","['0135-2656157', '0135-2650537']",ICSE
Brooklyn School,Uttarakhand,"Brooklyn School,3/1 Curzon Road, Dalanwala, Dehradun, Uttarakhand - 248001 ",['0135-2651805'],ICSE
Col. Brown Cambridge School,Uttarakhand,"Col. Brown Cambridge School,5 Kasturba Road P. O. Box #31, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2655233', '0135-2712228']",ICSE
Cambrian Hall,Uttarakhand,"Cambrian Hall,13 Young Road Dehra Dun Cantt, Dehra Dun Cantt., Dehradun, Uttarakhand - 248003 ",['0135-2753589'],ICSE
Doon Cambridge School,Uttarakhand,"Doon Cambridge School,20 E Race Course, Dehra Dun, Dehradun, Uttarakhand - 248001 ",['0135-2635646'],ICSE
The Indian Cambridge School,Uttarakhand,"The Indian Cambridge School,12 Chander Road, Dalanwala, Dehradun, Uttarakhand - 248001 ",['0135-2654145'],ICSE
Kay Cee Public School,Uttarakhand,"Kay Cee Public School,Shashi Vihar, Govind Garh, Dehradun, Uttarakhand - 248001 ",['0135-2530841'],ICSE
Shri Ram Centennial School,Uttarakhand,"Shri Ram Centennial School,Village Sherpur Shimla Bypass Road Dehradun, Dehradun, Uttarakhand - 248197 ",[''],ICSE
St. Thomas' College,Uttarakhand,"St. Thomas' College,2 Cross Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2654374', '0135-2710743']",ICSE
St. George's College,Uttarakhand,"St. George's College,P. O. Barlowganj, Mussoorie, Dehradun, Uttarakhand - 248122 ","['0135-2635433', '0135-2632591']",ICSE
Constancia School,Uttarakhand,"Constancia School,P. O. Majra, Saharanpur Road, Dehradun, Uttarakhand - 248179 ","['0135-2640177', '0135-2642360']",ICSE
G. R. D. World School,Uttarakhand,"G. R. D. World School,Bhagwanpur Julo Bhauwala, Dehra Dun, Dehradun, Uttarakhand - 248007 ",['0135-6992732'],ICSE
Flower Dale School,Uttarakhand,"Flower Dale School,53-A Tapkeshwar Road Garhi Cantt, Garhi Cantt., Dehradun, Uttarakhand - 248003 ",['0135-2552639'],ICSE
Dehradun Public School,Uttarakhand,"Dehradun Public School,Village Kandoli P. O. Bidholi Via Premnagar, Dehra Dun, Dehradun, Uttarakhand - 248007 ","['0135-3208688', '0135-3294833']",ICSE
Dehradun World School,Uttarakhand,"Dehradun World School,Bagicha Road Nathuawala Dehradun, Dehradun, Uttarakhand - 248008 ","['01352112548', '01352781749']",ICSE
Doon Presidency School,Uttarakhand,"Doon Presidency School,2-B Premnagar, Dehra Dun, Dehradun, Uttarakhand - 248007 ","['0135-2771324', '0135-2773216']",ICSE
Doon Public School,Uttarakhand,"Doon Public School,Bhaniyawala -Rishikesh Road, Dehradun , Dehradun, Uttarakhand - 248144 ","['0135-2412986', '0135-2412073']",ICSE
Doon Valley Public School,Uttarakhand,"Doon Valley Public School,Village Johri P. O. Sinola, Dehra Dun, Dehradun, Uttarakhand - 248003 ",['0135-2735984'],ICSE
Welham Girls' School,Uttarakhand,"Welham Girls' School,19 Municipal Road, Dalanwala, Dehradun, Uttarakhand - 248001 ","['0135-2654293', '0135-2654754']",ICSE
Hopetown Girls' School,Uttarakhand,"Hopetown Girls' School,Rajawala Road ( Off Chakrata Road ) 19th Milestone, Dehradun, Uttarakhand - 248197 ","['01352698022-23', '0135-52698554']",ICSE
Pine Hall School,Uttarakhand,"Pine Hall School,28 Rajpur Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2742232', '0135-2749115']",ICSE
The Heritage School,Uttarakhand,"The Heritage School,14/6 New Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ",['0135-2656155'],ICSE
Hilton's School,Uttarakhand,"Hilton's School,Bright Land's Estate P. O. Majra, Dehra Dun, Dehradun, Uttarakhand - 248179 ",['0135-2640240'],ICSE
The Himalayan Public School,Uttarakhand,"The Himalayan Public School,Kargi Grant Chander Vihar By Pass Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2720362', '0135-2722884']",ICSE
The Indian Public School,Uttarakhand,"The Indian Public School,"" Mrityunjay Dham "" At P. O. Rajawala ( Via ) Prem Nagar, (via) Prem Nagar, Dehradun, Uttarakhand - 248007 ","['0135-2694771', '0135-2694881']",ICSE
Moravian Institute,Uttarakhand,"Moravian Institute,Zhan-Phan-Ling, Rajpur, Dehradun, Uttarakhand - 248009 ","['0135-2734358', '0135-2684282']",ICSE
Shivalik International Public School,Uttarakhand,"Shivalik International Public School,28/32, Saharanpur Road, Dehradun, Uttarakhand ","['0135-2100395', '0135-2724964']",ICSE
Presidency International School,Uttarakhand,"Presidency International School,Bhaniyawala, Dehra Dun, Dehradun, Uttarakhand - 248144 ",['www.thepresidencyschool.com/'],ICSE
Sanskar International School,Uttarakhand,"Sanskar International School,Badripur Haridwar Road, Dehra Dun, Dehradun, Uttarakhand - 248005 ",['www.sisdoon.com/'],ICSE
St. Jude's School,Uttarakhand,"St. Jude's School,West Canal Road P. O. Majra, Dehra Dun, Dehradun, Uttarakhand - 248002 ",['0135-2640930'],ICSE
Marshall School,Uttarakhand,"Marshall School,40 East Canal Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2658048', '0135-2658048']",ICSE
Modern School,Uttarakhand,"Modern School,Jiwani Mai Road, Rishikesh, Dehradun, Uttarakhand - 249201 ",['0135-2430187'],ICSE
The Motessori School,Uttarakhand,"The Motessori School,14 Street #1 Rajendra Nagar, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2757168', '0135-2753040']",ICSE
Mussoorie Public School,Uttarakhand,"Mussoorie Public School,Pratap Bhawan The Mall, Mussoorie, Dehradun, Uttarakhand - 248179 ",['0135-2633529'],ICSE
Seven Oaks School,Uttarakhand,"Seven Oaks School,332 Garhi Cantt., Dehra Dun, Dehradun, Uttarakhand - 248003 ",['0135-2750882'],ICSE
Rishikesh Public School,Uttarakhand,"Rishikesh Public School,Haridwar Road, Rishikesh, Dehradun, Uttarakhand - 249201 ","['0135-2430819', '0135-2435341']",ICSE
Sandal Wood School,Uttarakhand,"Sandal Wood School,Kargi Grant Banjarawala Road, 325/7/2 Patel Nagar ( East ), Patel Nagar (east), Dehradun, Uttarakhand - 248001 ","['9319994480', '0135-3207115']",ICSE
Touch Wood School,Uttarakhand,"Touch Wood School,Village Danda Nooriwala P. O. Gujrada Sahastradhara Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2607359', '0135-2653409']",ICSE
Summer Valley School,Uttarakhand,"Summer Valley School,18 Teg Bahadur Road, Dehra Dun, Dehradun, Uttarakhand - 248001 ","['0135-2673383', '0135-2678355']",ICSE
St. Xavier's School,Uttarakhand,"St. Xavier's School,Mauza Dhoran Khas Shashastradhara Road P. O. Gujrada, P.o. Gujrada, Dehradun, Uttarakhand ",['1953'],ICSE
Doon Cambridge School,Uttarakhand,"Doon Cambridge School,E 40-41, Industrial Area, Haridwar, Uttarakhand - 249401 ","['07520557941', '09219445047']",ICSE
S.D.A. Inter College,Uttarakhand,"S.D.A. Inter College,"" The Retreat "" Post Box #46, Roorkee, Haridwar, Uttarakhand - 247667 ","['01332-275826', '01332-272300']",ICSE
St. John's Senior Secondary School,Uttarakhand,"St. John's Senior Secondary School,46 Civil Lines, Roorkee, Haridwar, Uttarakhand - 247667 ","['01332-276301', '921-940-5753']",ICSE
Swami Hariharanand Public School,Uttarakhand,"Swami Hariharanand Public School,Gandhi Road, Kankhal, Haridwar, Uttarakhand - 249408 ","['01334-246813', '01334-246170']",ICSE
ALL Saints College,Uttarakhand,"ALL Saints College,00, Tallital, Nainital, Uttarakhand - 263002 ",['05942-235121'],ICSE
Brijwasi Scholars' Cambridge,Uttarakhand,"Brijwasi Scholars' Cambridge,A. K. House Heera Nagar, Haldwani, Nainital, Uttarakhand - 263139 ","['05946-238098', '05946-241028']",ICSE
Mount Sinai School,Uttarakhand,"Mount Sinai School,Ram Nagar, Nainital, Uttarakhand - 244715 ","['05947-251829', '05947-254030']",ICSE
Sherwood College,Uttarakhand,"Sherwood College,Nainital, Uttarakhand - 263001 ",['05942-236361'],ICSE
St. Andrew's Public School,Uttarakhand,"St. Andrew's Public School,Bhowali, Nainital, Uttarakhand - 263132 ","['05942-220239', '05942-220569']",ICSE
St. Joseph's College,Uttarakhand,"St. Joseph's College,Nainital, Uttarakhand - 263002 ",['05942-231185'],ICSE
St. Mary's Convent High School,Uttarakhand,"St. Mary's Convent High School,Naintal, Ramnee Park, Nainital, Uttarakhand - 263002 ","['05942-235364', '05942-238239']",ICSE
Dr. D. C. Budakoti Vidyatri Public School,Uttarakhand,"Dr. D. C. Budakoti Vidyatri Public School,Village Grastanganj P. O. Kumbhichaur, Kotdwara, Pauri Garhwal, Uttarakhand - 246149 ","['+919368792239', '+919897731096']",ICSE
Mother Land Academy,Uttarakhand,"Mother Land Academy,Shibbunagar Near Devi Temple Devi Road, Kotdwara, Pauri Garhwal, Uttarakhand - 246149 ",['91382-222163'],ICSE
St. Joseph's Convent School,Uttarakhand,"St. Joseph's Convent School,Kotdwara, Pauri Garhwal, Uttarakhand - 246149 ",['01382-222410'],ICSE
St. Theresa's School,Uttarakhand,"St. Theresa's School,Srinagar, Srinagar Garhwal, Pauri Garhwal, Uttarakhand - 246174 ",['01346-252272'],ICSE
St. Thomas Convent School,Uttarakhand,"St. Thomas Convent School,Pauri, Pauri Garhwal, Uttarakhand - 246001 ",['01368-222323'],ICSE
ALL Saints Convent School,Uttarakhand,"ALL Saints Convent School,New Tehri, Tehri Garhwal, Uttarakhand - 249001 ",['01376-232081'],ICSE
Carmel School,Uttarakhand,"Carmel School,Chamba, Tehri Garhwal, Uttarakhand - 249145 ",['01376-255155'],ICSE
Masseeh Dilasa School,Uttarakhand,"Masseeh Dilasa School,Tiloth, Uttarkashi, Tehri Garhwal, Uttarakhand - 249193 ",['01376-222279'],ICSE
Mount Carmel Christian Academy,Uttarakhand,"Mount Carmel Christian Academy,Bagardhar, Narendra Nagar, Tehri Garhwal, Uttarakhand - 249175 ","['01378-223600', '01378-223601']",ICSE
Omkarananda Saraswati Nilayam,Uttarakhand,"Omkarananda Saraswati Nilayam,Muni-Ki-Reti Kailash Gate, Rishikesh, Tehri Garhwal, Uttarakhand - 249201 ",['0135-2431906'],ICSE
Confluence World Schoolonfluence World School,Uttarakhand,"Confluence World Schoolonfluence World School,Education Acres 6 Km Milestone NH-74, Rudrapur, Udham Singh Nagar, Uttarakhand - 263148 ","['08755712345', '09760299000']",ICSE
Maria School,Uttarakhand,"Maria School,Kishenpur Jaspur P. O, Udham Singh Nagar, Uttarakhand - 244712 ",['05947-220187'],ICSE
St. Mary's School,Uttarakhand,"St. Mary's School,Bara Khera Balram Nagar P. O., Gadarpur, Udham Singh Nagar, Uttarakhand - 263152 ",['05949-273133'],ICSE
H I M Christian Academy,Uttarakhand,"H I M Christian Academy,Matli, Uttarkashi, Uttarakhand - 249193 ",['01374-235380'],ICSE
St. Anthony's Convent School,West bengal,"St. Anthony's Convent School,Nirmala Niketan Jaigaon P. O., Jalpaiguri, Alipurduar, West Bengal ","['03566-263489', '03566-263280']",ICSE
Acme Academy,West bengal,"Acme Academy,S. T. K. K. Road P. O. Kalna, Burdwan, Bardhaman, West Bengal - 713409 ",['03454-255970'],ICSE
Asansol St. Anthony Secondary School,West bengal,"Asansol St. Anthony Secondary School,Hill Park ( North ), Asansol, Bardhaman, West Bengal - 713304 ","['0341-2282284', '0341-2282902']",ICSE
Assembly Of God Church School,West bengal,"Assembly Of God Church School,Gurudwara Road Benachity, Durgapur, Bardhaman, West Bengal - 713213 ","['0343-2582953', '0343-2586294']",ICSE
Assembly Of God Church School,West bengal,"Assembly Of God Church School,Bankola Area P. O., Ukhra, Bardhaman, West Bengal - 713363 ",['0341-2665277'],ICSE
Assembly of God Church School,West bengal,"Assembly of God Church School, Asansol,Burdwan, G. T. Road(West), Asansol, Bardhaman, West Bengal - 713304 ",['agcsasn.com/'],ICSE
Beachwood School,West bengal,"Beachwood School,Satyajit Ray Sarani City Center, Durgapur, Bardhaman, West Bengal - 713216 ",['0343-6453681'],ICSE
Bidhan School,West bengal,"Bidhan School,Ispat Palli Bidhan Nagar, Durgapur, Bardhaman, West Bengal - 713212 ",['0343-2537733'],ICSE
Burdwan Holy Child School,West bengal,"Burdwan Holy Child School,Khanpukur Kalna Road, Burdwan, Bardhaman, West Bengal - 713101 ","['0342-2624248', '0342-2625074']",ICSE
Calcutta Public School,West bengal,"Calcutta Public School,1 Bidhan Park, Kolkata, Bardhaman, West Bengal - 700099 ",['033-25468393'],ICSE
Carmel Convent High School,West bengal,"Carmel Convent High School,M. A. M. C., Durgapur, Bardhaman, West Bengal - 713210 ","['0343-2504368', '0343-2600918']",ICSE
Carmel School,West bengal,"Carmel School,Guru Nanak Road, Durgapur, Bardhaman, West Bengal - 713205 ",['0343-2562333'],ICSE
Claret School,West bengal,"Claret School,Sahanagar Radhakantapur Post, Bardhaman, West Bengal - 713146 ","['0342-2700074', '09475635831']",ICSE
Durgapur Harshabardhan Road Aurobindo Vidyamandir,West bengal,"Durgapur Harshabardhan Road Aurobindo Vidyamandir,D. H. B Road Aurobindo Vidyamandir, Durgapur, Bardhaman, West Bengal - 713204 ",['0343-2570051'],ICSE
East West Model School,West bengal,"East West Model School,Suri Road P. O. Talit Talit Station ( Via-Khana Junction ), Burdwan, Bardhaman, West Bengal - 713141 ","['0342-3202633', '0342-3292954']",ICSE
Holy Angels' School,West bengal,"Holy Angels' School,Ghosh Hat, Katwa, Bardhaman, West Bengal - 713130 ",[''],ICSE
Holy Child School,West bengal,"Holy Child School,Jewdhara P. O., Kalna, Bardhaman, West Bengal - 713409 ",['03454-255293'],ICSE
Holy Rock School,West bengal,"Holy Rock School,Nawabhaat : P. O. Fagupur, Suri Road, Bardhaman, West Bengal - 713104 ",['0342-2656222'],ICSE
Loreto Convent,West bengal,"Loreto Convent,G. T. Road, Asansol, Bardhaman, West Bengal - 713301 ",['0341-2281099'],ICSE
Pranavananda Vidyamandir,West bengal,"Pranavananda Vidyamandir,Chaitanya Avenue, Durgapur, Bardhaman, West Bengal - 713205 ",['0343-2563333'],ICSE
St. Joseph's Convent High School,West bengal,"St. Joseph's Convent High School,D-26, Ashoke Avenue, P.O. Chittaranjan, Burdwan, Bardhaman, West Bengal - 713331 ",['sjccrj.com'],ICSE
St. Vincent's High & Technical School,West bengal,"St. Vincent's High & Technical School,Hill View Park, Asansol, Bardhaman, West Bengal - 713301 ",['0341-2282310'],ICSE
St. Patrick's Higher Secondary School,West bengal,"St. Patrick's Higher Secondary School,G. T. Road, Asansol, Bardhaman, West Bengal - 713301 ","['0341-2281803', '0341-2281059']",ICSE
Holy Rock School,West bengal,"Holy Rock School,Nawabhaat : P. O. Fagupur, Suri Road, Bardhaman, West Bengal - 713104 ",['0342-2656222'],ICSE
St. Michael's School,West bengal,"St. Michael's School,Aldrin Path Bidhan Nagar, Durgapur, Bardhaman, West Bengal - 713212 ",['0343-2535814'],ICSE
St. Peter's School,West bengal,"St. Peter's School,Mirabai Road, Durgapur, Bardhaman, West Bengal - 713204 ","['0343-2564132', '03432603994']",ICSE
Pranavananda Vidyamandir,West bengal,"Pranavananda Vidyamandir,Chaitanya Avenue, Durgapur, Bardhaman, West Bengal - 713205 ",['0343-2563333'],ICSE
St. Xavier's School,West bengal,"St. Xavier's School, Sripally,P.O. Sripally, Kanainutshal, ., Burdwan, Bardhaman, West Bengal - 713103 ",['sxs-bwn.org/'],ICSE
St. Paul's School,West bengal,"St. Paul's School,Vidya Danga, Dumka Road, Rampurhat, Birbhum, West Bengal - 731224 ",['2005'],ICSE
St. Teresa's School,West bengal,"St. Teresa's School,Bolpur Paruldanga P. O, Birbhum, West Bengal - 731204 ","['03463-255035', '03463-252696']",ICSE
St. Mary's High School,West bengal,"St. Mary's High School,Baishguri New, Cooch Behar, West Bengal - 736179 ",['1986'],ICSE
The Green View English Academy,West bengal,"The Green View English Academy,Post-Chakvrigu North Chakbhabani Police Fari P. S Balurghat South, P.s Balurghat, Dakshin Dinajpur, West Bengal - 733102 ",['03522-271423'],ICSE
Alphonsa School,West bengal,"Alphonsa School,Kalamjote P. O. Sushruta Nagar, Siliguri, Darjeeling, West Bengal - 734012 ","['0353-2585096', '0353-2585283']",ICSE
Belle Vue Boarding School,West bengal,"Belle Vue Boarding School,128 A. K. Mukherjee Road, Kurseong, Darjeeling, West Bengal - 734203 ",['0354-2330205'],ICSE
Bethany School,West bengal,"Bethany School,36 Acharya Bhanu Path, Kurseong, Darjeeling, West Bengal - 734203 ",['0354-2344044'],ICSE
Bhadra Sheela Memorial Institutions,West bengal,"Bhadra Sheela Memorial Institutions,P. O. Lebong, Darjeeling, West Bengal - 734105 ","['0354-2276268', '0354-2276731']",ICSE
Brindavan Boarding School,West bengal,"Brindavan Boarding School,Seeyok Fatak, Mirik, Darjeeling, West Bengal - 734214 ",[''],ICSE
Cambridge English School,West bengal,"Cambridge English School,Monteviot Road P. O., Kurseong, Darjeeling, West Bengal - 734203 ","['0354-2344067', '0354-2345269']",ICSE
Camellia School,West bengal,"Camellia School,83 Dr. Zakir Hussain Road, Darjeeling, West Bengal - 734101 ","['0354-2252988', '0354-2255268']",ICSE
Carmel High School,West bengal,"Carmel High School,Hawk Wood Giddha Pahar, Kurseong, Darjeeling, West Bengal - 734203 ",[''],ICSE
Daisies School,West bengal,"Daisies School,"" Kanchanjunga "" 9 A J. N. Pradhan Road, Kurseong, Darjeeling, West Bengal - 734203 ",['0354-2344428'],ICSE
Dawn Boarding School,West bengal,"Dawn Boarding School,Monteviot Road, Kurseong, Darjeeling, West Bengal - 734203 ",['0354-2245043'],ICSE
Dow Hill School,West bengal,"Dow Hill School,P. O. Dow Hill, Kurseong, Darjeeling, West Bengal - 734204 ",['0354-2332253'],ICSE
DR. Graham's Homes,West bengal,"DR. Graham's Homes,Kalimpong, Darjeeling, West Bengal - 734301 ","['03552-274632', '03552-274769']",ICSE
Father Leblond School,West bengal,"Father Leblond School,Bhimbar P. O. Madati, Darjeeling, West Bengal - 734426 ","['0353-2005550', '0353-6528781']",ICSE
Glenhill Public School,West bengal,"Glenhill Public School,Mountain Home Dow Hill Road P. O. Box #15117, Kurseong, Darjeeling, West Bengal - 734203 ","['0354-2332387', '0354-2332389']",ICSE
Glenmore International School,West bengal,"Glenmore International School,P. O. Mirik, Darjeeling, West Bengal - 734214 ",['000000000'],ICSE
Goethals Memorial School,West bengal,"Goethals Memorial School,P. O., Kurseong, Darjeeling, West Bengal - 734203 ","['0354-2331020', '09732035255']",ICSE
Good Shepherd School,West bengal,"Good Shepherd School,Bagdogra P. O, Darjeeling, West Bengal - 734014 ",['0353-2551049'],ICSE
Grace English School,West bengal,"Grace English School,Kagay Road P. O. Pedong, Kalimpong, Darjeeling, West Bengal - 734311 ",['03552-281367'],ICSE
Green Lawn School,West bengal,"Green Lawn School,P. O. Soureni, Soureni Bazar, Darjeeling, West Bengal - 734214 ",['0354-2449254'],ICSE
Green Lawns School,West bengal,"Green Lawns School,1 Acharya Jagdish Chandra Bose Road, Darjeeling, West Bengal - 734101 ",['0354-2256464'],ICSE
Victoria Boys' School,West bengal,"Victoria Boys' School,P. O. Dow Hill, Kurseong, Darjeeling, West Bengal - 734204 ",['0354-2332250'],ICSE
Cambridge English School,West bengal,"Cambridge English School,Monteviot Road P. O., Kurseong, Darjeeling, West Bengal - 734203 ","['0354-2344067', '0354-2345269']",ICSE
Camellia School,West bengal,"Camellia School,83 Dr. Zakir Hussain Road, Darjeeling, West Bengal - 734101 ","['0354-2252988', '0354-2255268']",ICSE
Mount Carmel School,West bengal,"Mount Carmel School,Dr. B. L. Dixit Road P. O., Kalimpong, Darjeeling, West Bengal - 734301 ",['mcskalimpong.com/'],ICSE
